tweet_id,author_id,created_at,text
652,115838,Tue Oct 31 22:11:15 +0000 2017,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.
657,115839,Tue Oct 31 22:18:42 +0000 2017,"@AmazonHelp Already handled, just venting. It was a pretty big bummer."
664,115842,Tue Oct 31 21:50:49 +0000 2017,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge"
666,115843,Wed Nov 01 01:26:58 +0000 2017,@AmazonHelp Aww your reply made her night!
667,115843,Tue Oct 31 22:11:10 +0000 2017,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su"
669,115844,Tue Oct 31 22:21:12 +0000 2017,@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.
670,115844,Tue Oct 31 22:15:42 +0000 2017,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!
672,115844,Tue Oct 31 20:59:45 +0000 2017,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!"
685,115849,Wed Nov 01 05:26:45 +0000 2017,@AmazonHelp Details sent. Please check.
686,115849,Tue Oct 31 22:06:53 +0000 2017,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!
690,115849,Tue Oct 31 21:45:15 +0000 2017,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.
693,115852,Tue Oct 31 22:10:21 +0000 2017,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?
695,115853,Tue Oct 31 21:17:03 +0000 2017,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.
1693,116081,Tue Oct 31 22:54:54 +0000 2017,@AmazonHelp but I can’t find the options to cancel or re-order?
1694,116081,Tue Oct 31 22:54:29 +0000 2017,@AmazonHelp Thanks for quick response. Pic attached. https://t.co/yNhYE638YS
1698,116082,Tue Oct 31 22:47:50 +0000 2017,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?
1701,116082,Tue Oct 31 22:58:06 +0000 2017,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?
1702,116082,Tue Oct 31 23:00:14 +0000 2017,@AmazonHelp They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.
1703,116082,Tue Oct 31 22:59:37 +0000 2017,@AmazonHelp I tried my phone number but I didnt have a mobile account. I went through this for 2 hours on the phone with someone.
1699,116082,Tue Oct 31 22:34:38 +0000 2017,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA
1706,116083,Tue Oct 31 22:33:08 +0000 2017,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months."
1708,116083,Tue Oct 31 19:08:41 +0000 2017,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠"
1710,116084,Tue Oct 31 22:33:35 +0000 2017,@AmazonHelp where can I chat with a support member for a false charge
1712,116085,Tue Oct 31 22:46:48 +0000 2017,"@AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂"
1713,116085,Tue Oct 31 21:21:34 +0000 2017,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
1717,116087,Tue Oct 31 22:40:54 +0000 2017,"@AmazonHelp My package just got here. All good, thank you!"
1718,116087,Tue Oct 31 22:33:25 +0000 2017,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away."
1721,116088,Tue Oct 31 22:37:35 +0000 2017,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
1724,116088,Tue Oct 31 22:48:50 +0000 2017,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
1726,116088,Tue Oct 31 23:05:46 +0000 2017,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help
1728,116088,Tue Oct 31 23:32:11 +0000 2017,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?
1731,116088,Tue Oct 31 23:33:22 +0000 2017,@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”
1732,116088,Tue Oct 31 23:35:57 +0000 2017,@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?
1729,116088,Tue Oct 31 23:54:43 +0000 2017,@AmazonHelp So to get this straight. I get nothing at all for preordering?
1730,116088,Wed Nov 01 01:41:28 +0000 2017,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.
1735,116091,Tue Oct 31 22:41:11 +0000 2017,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted."
1738,116091,Tue Oct 31 22:47:44 +0000 2017,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.
1736,116091,Tue Oct 31 22:21:42 +0000 2017,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
1740,116092,Sat Nov 04 00:53:12 +0000 2017,@AmazonHelp I have. No luck.
1744,116093,Tue Oct 31 22:50:15 +0000 2017,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
1748,116094,Tue Oct 31 22:07:19 +0000 2017,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC
1751,116095,Tue Oct 31 22:45:50 +0000 2017,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.
1752,116095,Tue Oct 31 22:06:28 +0000 2017,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg
2533,116312,Tue Oct 31 15:52:42 +0000 2017,"@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX"
2535,116312,Sun Oct 29 11:43:59 +0000 2017,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！
2537,116312,Sun Oct 29 09:14:12 +0000 2017,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。"
2543,116314,Tue Oct 31 23:17:22 +0000 2017,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item"
2544,116314,Tue Oct 31 22:50:14 +0000 2017,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.
2547,116314,Tue Oct 31 20:19:21 +0000 2017,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.
2549,116314,Tue Oct 31 19:24:59 +0000 2017,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks"
2551,116315,Tue Oct 31 22:47:18 +0000 2017,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German."
2553,116315,Tue Oct 31 17:07:01 +0000 2017,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?"
2555,116317,Wed Nov 01 01:55:49 +0000 2017,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays
2556,116317,Tue Oct 31 22:51:14 +0000 2017,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show."
2559,116317,Tue Oct 31 22:18:10 +0000 2017,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?"
2561,116318,Tue Oct 31 21:26:14 +0000 2017,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0
2565,116319,Tue Oct 31 22:36:21 +0000 2017,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex
2567,116320,Tue Oct 31 22:51:28 +0000 2017,@AmazonHelp Bummer! I was hoping to get it quick. Oh well! Thanks for the response.
2570,116321,Tue Oct 31 22:16:47 +0000 2017,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money"
2572,116321,Tue Oct 31 22:00:12 +0000 2017,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund
2574,116321,Tue Oct 31 21:43:12 +0000 2017,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp
2577,116321,Tue Oct 31 21:17:08 +0000 2017,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces
2579,116322,Tue Oct 31 22:50:15 +0000 2017,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile"
2581,116322,Tue Oct 31 22:50:46 +0000 2017,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again."
2580,116322,Tue Oct 31 22:46:16 +0000 2017,the @amazonhelp queue is clueless on Amazon Household
2584,116323,Tue Oct 31 22:11:58 +0000 2017,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it
2586,116323,Tue Oct 31 20:28:23 +0000 2017,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!
2588,116325,Wed Nov 01 00:06:03 +0000 2017,@AmazonHelp I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.
2589,116325,Tue Oct 31 22:53:59 +0000 2017,@AmazonHelp I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.
2590,116325,Wed Nov 01 00:03:54 +0000 2017,@AmazonHelp So I see that Amazon Twitter is staffed by the same people as customer service. Each answer here spoken by s different person (or bot)
2591,116325,Tue Oct 31 22:24:18 +0000 2017,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back
2594,116325,Tue Oct 31 20:18:44 +0000 2017,@AmazonHelp Want to speak to someone at corp to address these issues.
2598,116325,Tue Oct 31 19:52:08 +0000 2017,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.
3655,116586,Wed Nov 22 10:02:47 +0000 2017,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830"
3723,116610,Tue Oct 31 23:19:26 +0000 2017,@AmazonHelp Have completed form and emailed you.
3724,116610,Tue Oct 31 23:04:13 +0000 2017,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !
3728,116611,Tue Oct 31 23:12:06 +0000 2017,@AmazonHelp All of them
3729,116611,Tue Oct 31 22:34:33 +0000 2017,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me
3732,116612,Tue Oct 31 23:29:03 +0000 2017,@AmazonHelp I can’t log in because it’s locked.
3733,116612,Tue Oct 31 22:57:48 +0000 2017,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked..."
3736,116613,Tue Oct 31 23:13:39 +0000 2017,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine
3737,116613,Tue Oct 31 22:54:07 +0000 2017,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?
3740,116614,Tue Oct 31 22:49:24 +0000 2017,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?"
3744,116616,Tue Oct 31 22:42:37 +0000 2017,@AmazonHelp infórmese... no voy a perder más mi tiempo...
3748,116617,Tue Oct 31 23:02:35 +0000 2017,"@AmazonHelp Many times, but still failing, and it happen with some show"
3751,116617,Wed Nov 01 09:36:48 +0000 2017,@AmazonHelp Sadly yes
3753,116617,Wed Nov 01 10:09:20 +0000 2017,"@AmazonHelp Mac book pro, with Chrome"
3756,116617,Thu Nov 02 10:31:10 +0000 2017,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?"
4788,116830,Tue Oct 31 23:18:00 +0000 2017,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime
4831,116846,Tue Oct 31 22:42:55 +0000 2017,"@115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?"
4833,116847,Wed Nov 01 00:01:42 +0000 2017,@AmazonHelp Thanks!  It was only a little awkward.... XD
4837,116848,Wed Nov 22 11:59:26 +0000 2017,"@AmazonHelp アカウント凍結して不正アクセスを調べてもらうことになりました。
ありがとうございました。"
4847,116849,Wed Nov 01 02:12:48 +0000 2017,@AmazonHelp will i loose my account? Already tried help by link and by calling customer service
4848,116849,Wed Nov 01 02:14:56 +0000 2017,@AmazonHelp will i loose my account?I've tried help from that link and yesterday by phone customer service and no one is able to solve this
4849,116849,Thu Nov 02 15:04:55 +0000 2017,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw"
4850,116849,Tue Oct 31 23:12:08 +0000 2017,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX"
4853,116849,Tue Oct 31 17:55:09 +0000 2017,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating"
4855,116849,Tue Oct 31 13:47:53 +0000 2017,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU"
4857,116849,Tue Oct 31 02:03:11 +0000 2017,@AmazonHelp USAs Amazon. Com
4859,116849,Mon Oct 30 23:53:59 +0000 2017,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck
4861,116850,Tue Oct 31 23:11:36 +0000 2017,"To the person or persons that stole that big, heavy Amazon box of my porch today: enjoy 200 13 gallon garbage bags!"
4863,116851,Tue Oct 31 23:29:40 +0000 2017,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯
4866,116851,Tue Oct 31 23:58:32 +0000 2017,"@AmazonHelp Amazon's tracking says it's ""Shipped &amp; Arriving Today by 8pm"" but UPS Tracking shows just that a label is created."
4946,116874,Sun Nov 26 00:44:09 +0000 2017,@AmazonHelp Excelente servicio! Recibí mis paquetes hace un par de minutos!
4947,116874,Sun Nov 26 00:25:49 +0000 2017,@AmazonHelp Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩
4950,116874,Sun Nov 26 00:20:06 +0000 2017,@AmazonHelp No. Como puedo contactarlo
4956,116877,Sun Nov 26 00:54:28 +0000 2017,@AmazonHelp I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.
4957,116877,Sun Nov 26 00:20:16 +0000 2017,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed."
5117,116912,Sun Nov 26 00:21:42 +0000 2017,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?"
5119,116912,Sun Nov 26 00:14:48 +0000 2017,#Amazon who packages these games. Ordered to games and both came rattling inside their cases. One is broken. Games may have suffered scratches. @115821 https://t.co/KqpOkpLeP8
5121,116913,Sun Nov 26 00:20:55 +0000 2017,@AmazonHelp It's now a police matter. You could check the police report.
5124,116913,Sat Nov 25 23:50:03 +0000 2017,Amazon delivery guy refused to give the police his ID and suddenly started sounding like an attorney. Good grief
5125,116913,Sat Nov 25 21:38:48 +0000 2017,I was just assaulted by an Amazon delivery person.
5127,116914,Wed Nov 29 05:56:23 +0000 2017,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H
5128,116914,Sun Nov 26 00:17:31 +0000 2017,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller."
5133,116915,Sun Nov 26 00:26:52 +0000 2017,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help."
5137,116916,Sun Nov 26 00:20:34 +0000 2017,WHERES MY PC CASE AMAZON. Are loss memes organic.
5141,116918,Sun Nov 26 00:28:42 +0000 2017,"@AmazonHelp いえいえ！
問題解決しました！！助かりました、ありがとうございます(´；ω；｀)
はい！これからもお世話になります〜🎶"
5142,116918,Sun Nov 26 00:15:42 +0000 2017,@AmazonHelp 親切にどうもありがとうございます(;_;)(;_;)
5145,116918,Sun Nov 26 00:02:48 +0000 2017,@AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！
5147,116918,Sat Nov 25 23:46:19 +0000 2017,なんかAmazon支払い方法変わりました？？
5149,116919,Sun Nov 26 00:13:22 +0000 2017,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC
5151,116920,Wed Nov 29 10:28:01 +0000 2017,@AmazonHelp いつもお世話になってます(´ω`)
5152,116920,Sat Nov 25 18:45:21 +0000 2017,Amazonプライム凄く良い良い
5155,116921,Sun Nov 26 00:27:54 +0000 2017,@AmazonHelp Thank you so much once again for kinds of word
5158,116921,Sun Nov 26 00:38:10 +0000 2017,@AmazonHelp Will you follow me on twitter
5159,115850,Thu Nov 23 13:45:53 +0000 2017,"Hit ❤ or re-tweet to get notified when the OnePlus 5T sale begins, exclusively on Amazon. Stay tuned to get #ANewView. https://t.co/0Ci7j8Lsoo"
5281,116922,Sun Nov 26 00:21:42 +0000 2017,@AmazonHelp I got a refund but I wanna check to see if it's actually lost
5282,116922,Sun Nov 26 00:15:17 +0000 2017,Okay amazon lost my package gr8
5284,116923,Sun Nov 26 00:31:15 +0000 2017,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :)
5285,116923,Sun Nov 26 00:03:17 +0000 2017,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?
5288,116924,Sat Nov 25 23:45:05 +0000 2017,"Amazonで頼んだ商品が届かないよぉ
追跡は配達完了になっておる
郵便局に電話したけどどーなるんだろ"
5290,116925,Sun Nov 26 04:55:31 +0000 2017,@AmazonHelp चोट्टे
5293,116926,Sun Nov 26 00:12:58 +0000 2017,@AmazonHelp Solicitud (foto del estado de cuenta)
5298,116927,Sun Nov 26 00:15:04 +0000 2017,Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video @116928
5302,116930,Sat Nov 25 23:47:19 +0000 2017,"砂来のウィッグ コロネロの使える思ってのんびりしてたら、家が引越し荷物だらけで探せなかったんは焦ったわぁ
(Amazonで頼んで昨日届いたありがとうprime)"
5122,116913,Sun Nov 26 00:28:22 +0000 2017,@AmazonHelp You could ask the other Amazon Delivery driver who was there (and then slinked away when I called the police). I didn't get his name. You should require IDs
5307,116932,Sun Nov 26 00:16:46 +0000 2017,"@AmazonHelp Can do, but that means I will miss out on Black Friday and Cyber Monday shopping."
5308,116932,Sun Nov 26 00:13:29 +0000 2017,@AmazonHelp 10 hours ago.
5310,116932,Sat Nov 25 23:50:44 +0000 2017,@AmazonHelp Yes.
5312,116932,Sat Nov 25 23:42:41 +0000 2017,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out."
5315,116932,Sat Nov 25 14:48:43 +0000 2017,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service
5317,116933,Sun Nov 26 00:07:40 +0000 2017,"@AmazonHelp Danke für die schnelle Antwort... ja, ich werde mal nachfragen, was da schiefgelaufen sein soll. Ihnen auch einen schönen Abend noch."
5319,116933,Sat Nov 25 23:54:36 +0000 2017,"Ach schau an. Meine Bestellung war unzustellbar... @AmazonHelp, was ist da denn passiert? Bekomme ich mein Geld nun wieder?"
5321,116934,Sun Nov 26 00:16:34 +0000 2017,"@AmazonHelp For now, at least, until Prime Music starts shitting on its subscribers just like @116618."
5322,116934,Sun Nov 26 00:11:33 +0000 2017,@116935 Will I be forced to listen to ads on Amazon Music Unlimited the way I'm now forced to view them on @530?
5323,116935,Tue Nov 14 14:58:32 +0000 2017,Get 3 months of Amazon Music Unlimited for only $0.99! Limited time only. https://t.co/K9lrx52L56
5327,116936,Sun Nov 26 09:54:28 +0000 2017,@AmazonHelp But why has every item got  3+ days processing time when it's usually next day
5328,116936,Sun Nov 26 00:06:14 +0000 2017,@AmazonHelp Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address
5331,116936,Sat Nov 25 19:49:27 +0000 2017,@AmazonHelp live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?
5777,117084,Tue Oct 31 23:45:29 +0000 2017,"@AmazonHelp Estoy al tlf con ellos, me lo reembolsan ahora mismo. Espero que ASM reciba algun tipo de sanción porque esto es una vergüenza."
5778,117084,Tue Oct 31 23:17:28 +0000 2017,@AmazonHelp Pago para tener el Prime con vosotros para que me tarden en llegar 10 dias? Reembolsadme la compra y lo compro en cualquier otro sitio
5779,117084,Tue Oct 31 23:15:37 +0000 2017,"@AmazonHelp https://t.co/ohEeuAt7A6 estais de coña no?el reembolso lo quiero ya, era para un regalo para hoy y tenia que llegar ayer."
5781,117085,Tue Oct 31 23:56:47 +0000 2017,"@AmazonHelp poo. assinei hj pra ver a terceira e nada.. acha q so qnd acabar na tv americana? de qq forma, obrigado"
5782,117085,Tue Oct 31 23:35:25 +0000 2017,@117086 tem previsao para liberar a terceira temporada de #mrrobot no #amazonprimebrasil ?
5784,117087,Tue Oct 31 23:21:02 +0000 2017,"@AmazonHelp ご丁寧にありがとうございます！
逆に面白かったので全く問題ないです！ありがとうございます！"
5786,117087,Tue Oct 31 09:55:34 +0000 2017,"【新  一日一句】10.31

ハロウィンは
クレームさえも
吹き飛ばす🎃

Amazonで
マリオとルイージを買ったのに
マリオとマリオが来たwww

Wルイージよりマシか！笑
ハッピーハロウィン！👻💕 https://t.co/3s4J9MbYAc"
5789,117088,Tue Oct 31 23:38:29 +0000 2017,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms."
5792,117089,Tue Oct 31 23:38:44 +0000 2017,"@AmazonHelp Okay, thanks so much!"
5793,117089,Tue Oct 31 23:32:26 +0000 2017,@AmazonHelp I’m trying off my fire stick
5796,117089,Tue Oct 31 23:01:14 +0000 2017,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭 @117090 @AmazonHelp
6957,117198,Sun Nov 19 17:54:45 +0000 2017,@AmazonHelp Please call me
6960,117198,Sun Nov 19 18:10:42 +0000 2017,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now
6963,117198,Sun Nov 19 20:26:07 +0000 2017,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you."
6961,117198,Sun Nov 19 18:10:13 +0000 2017,@AmazonHelp I tried that and ended up On page to provide package feedback too difficult and I did not have the time to search for your customer service number so if you follow me we can direct Message one another and I can give you my cell phone
6958,117198,Sun Nov 19 04:03:20 +0000 2017,"@AmazonHelp Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier."
6966,117198,Sun Nov 19 03:46:18 +0000 2017,@115821 So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.
6998,117209,Wed Nov 22 11:07:14 +0000 2017,amazonの梱包雑…珍しい。しかも、資格のテキスト少しページ曲がってしまってるし2冊が合体してたし…
7013,117214,Wed Nov 22 10:54:30 +0000 2017,ねぇこういうのマジで頭悪いと思うんだよね。じゃあ具体的にどんなサイトにいつどの端末から登録したのか訊けば答えられるんかね。そのサイトのアクセスログに俺のIPアドレスは載ってるんかね。そもそもAmazonは「有料動画サイト」とかやってねぇよバカか。 https://t.co/kz68UogX2A
8192,117431,Mon Nov 06 21:48:28 +0000 2017,"@UPSHelp That's the number Amazon gave me 2 weeks ago. After waiting a week for the failure pick up, I took it to the fort leonardwood store."
